asymmetry,n_peaks,skewness,kurtosis,exp_tau,rise_time,decay_time,t90_local,t90_catalog,trigger_name,label
0.15642458127808587,1,1.853594381496811,3.0594934428926788,89.22853083752128,28.67200005054474,154.62399995326996,183.2960000038147,40.0,bn_synth_fred_000,1
0.20731707312225417,1,2.295600830027821,5.990143329543427,265.9496614046036,43.519999980926514,166.39999997615814,209.91999995708466,40.0,bn_synth_fred_001,1
0.17600000028808913,2,2.039111384886116,4.071816141324119,95.2104740223474,33.79200005531311,158.2079999446869,192.0,40.0,bn_synth_fred_002,1
0.1868421053083051,1,2.771145130850567,7.251913982921327,119.71298909163642,36.35199999809265,158.2079999446869,194.55999994277954,40.0,bn_synth_fred_003,1
0.2060889929921166,1,2.352990980253853,5.955185522264072,231.64665417485446,45.055999994277954,173.567999958992,218.62399995326996,40.0,bn_synth_fred_004,1
0.17302799002464064,1,2.879839363712203,8.190165944126575,115.31269777396363,34.816000044345856,166.39999997615814,201.216000020504,40.0,bn_synth_fred_005,1
0.1835748789526489,1,1.8240745889167012,3.064044293736604,170.6170254792169,38.91199994087219,173.0560000538826,211.9679999947548,40.0,bn_synth_fred_006,1
0.19012345689658466,1,2.1899249760063904,4.768489954896973,236.27314435380873,39.42400002479553,167.93599998950958,207.36000001430511,40.0,bn_synth_fred_007,1
0.1882640588049734,1,2.1203296395608207,4.290421833493372,147.95981532553333,39.42400002479553,169.98399996757507,209.4079999923706,40.0,bn_synth_fred_008,1
0.16430594922617764,1,1.7973869012495,2.55068854557714,94.9678444209956,29.696000039577484,151.03999996185303,180.7360000014305,40.0,bn_synth_fred_009,1
0.15503875979252596,1,2.45339814066104,5.529882874929207,100.20363856209585,30.72000002861023,167.42400002479553,198.14400005340576,40.0,bn_synth_fred_010,1
0.21411764707042477,1,1.654285115034157,2.3000996160619778,220.76753986366913,46.592000007629395,171.00800001621246,217.60000002384186,40.0,bn_synth_fred_011,1
0.14606741550988134,1,2.3503233027038783,5.067968131283186,94.72616002573984,26.62399995326996,155.64800000190735,182.2719999551773,40.0,bn_synth_fred_012,1
0.11254019266124864,1,1.8412677564236615,2.5050589972439834,59.35752399431657,17.919999957084656,141.31200003623962,159.23199999332428,40.0,bn_synth_fred_013,1
0.1645244216415286,1,2.437518486596518,6.053845304538498,131.0180621378936,32.76800000667572,166.39999997615814,199.16799998283386,40.0,bn_synth_fred_014,1
0.21078431372269282,1,2.114767076435239,4.201040987527134,155.48720617562608,44.03200000524521,164.86400002241135,208.89600002765656,40.0,bn_synth_fred_015,1
0.08978328200824477,1,1.8568878936589623,2.5506837730615217,60.74312883046231,14.848000049591064,150.52799999713898,165.37600004673004,40.0,bn_synth_fred_016,1
0.20588235299152913,2,2.356374739659648,5.504949715444635,123.04222883600575,43.00800001621246,165.8880000114441,208.89600002765656,40.0,bn_synth_fred_017,1
0.16368286445774263,1,2.112805237038054,4.4438626849455565,142.37813289433373,32.76800000667572,167.42400002479553,200.19200003147125,40.0,bn_synth_fred_018,1
0.1585677750464755,1,2.0102557916223818,3.663559566326242,118.40270667608196,31.744000017642975,168.44799995422363,200.1919999718666,40.0,bn_synth_fred_019,1
0.28909952599052036,1,2.4495802474780413,6.950817883354908,237.47348073682375,62.46399998664856,153.60000002384186,216.06400001049042,55.0,bn_synth_multi_020,0
0.29927007278801715,1,2.6005248839163144,7.542453287055896,132.90164363559387,62.97599995136261,147.45600003004074,210.43199998140335,55.0,bn_synth_multi_021,0
0.31961259090482075,1,2.0293093729253857,3.8219441738211106,145.78132664636004,67.58400005102158,143.8720000386238,211.45600008964539,55.0,bn_synth_multi_022,0
0.2762836186215749,2,1.5623472748782976,1.9183187854076325,164.46643636329014,57.85600000619888,151.55199998617172,209.4079999923706,55.0,bn_synth_multi_023,0
0.3142857140870091,2,1.4301567393184662,1.3319875547318007,140.5445208070141,61.951999962329865,135.1680000424385,197.12000000476837,55.0,bn_synth_multi_024,0
0.259523809423497,2,1.9160411376971584,3.343456679585808,173.4415325596524,55.80799996852875,159.23199999332428,215.03999996185303,55.0,bn_synth_multi_025,0
0.28947368407127355,1,2.685959963386552,7.865046300506814,138.79579948174631,61.951999962329865,152.06400001049042,214.01599997282028,55.0,bn_synth_multi_026,0
0.31325301183864857,2,2.010870319505674,3.8581295139190193,194.95534313275755,66.55999994277954,145.9200000166893,212.47999995946884,55.0,bn_synth_multi_027,0
0.1941031941664446,2,1.8186260133821166,2.4516543047776302,101.60125262648586,40.44800001382828,167.93599998950958,208.38400000333786,55.0,bn_synth_multi_028,0
0.3244552059544655,1,1.6927308653250503,2.8583386999705036,312.9740207220929,68.60800004005432,142.84799998998642,211.45600003004074,55.0,bn_synth_multi_029,0
0.27325581379411773,1,2.1092491625538203,3.604331822058966,108.44390771364591,48.12799996137619,128.0,176.1279999613762,55.0,bn_synth_multi_030,0
0.2630272951118934,2,1.6074008245878577,1.7958472531106473,123.5027400651753,54.27199995517731,152.06400001049042,206.33599996566772,55.0,bn_synth_multi_031,0
